URL,Company Name,Sector,LTP,P/E Ratio,Market Cap,Enterprise Value,No. of Shares,P/B Ratio,Face Value,Div. Yield,Book Value (TTM),CASH,DEBT,Promoter Holding,EPS (TTM),Sales Growth
https://ticker.finology.in/company/BANCOINDIA,Banco Products (India) Ltd.,Auto Ancillary,1057.00,N/A,1086.45,1002.2,1189.6,9.36,2,"1.89
                                %",112.9,25.81 Cr.,4.64 Cr.,67.88 %,25.15,0.75
https://ticker.finology.in/company/DCAL,Dishman Carbogen Amcis Ltd.,Pharmaceuticals & Drugs,269.05,N/A,277.95,266.9,307.8,1.04,2,"0
                                %",258.02,9.9 Cr.,523.98 Cr.,59.32 %,-2.46,-18.68
https://ticker.finology.in/company/JFLLIFE,JFL Life Sciences Ltd.,Pharmaceuticals & Drugs,32.35,N/A,32.35,32.35,37.15,1.85,10,"0.77
                                %",17.45,0.03 Cr.,5.69 Cr.,67.47 %,1,8.68
https://ticker.finology.in/company/LUMAXTECH,Lumax Auto Technologies Ltd.,Auto Ancillary,641.05,N/A,641.05,617.65,652,6.39,2,"0.86
                                %",100.38,12.62 Cr.,368.66 Cr.,55.98 %,14.38,0.97
https://ticker.finology.in/company/ADROITINFO,Adroit Infotech Ltd.,IT - Software,20.20,N/A,20.2,19.7,30.1,1.73,10,"0
                                %",11.68,1.46 Cr.,0.9 Cr.,39.06 %,0.36,6.69
https://ticker.finology.in/company/MIDHANI,Mishra Dhatu Nigam Ltd.,Steel & Iron Products,342.05,N/A,349.05,337.6,547.45,4.75,10,"0.41
                                %",71.96,16.61 Cr.,324.14 Cr.,74 %,4.67,23.02
https://ticker.finology.in/company/MANUGRAPH,Manugraph India Ltd.,Engineering - Industrial Equipments,21.92,N/A,22.43,21.92,34.88,1.13,2,"0
                                %",19.34,0.44 Cr.,17.64 Cr.,57.67 %,-9.39,-17.36
https://ticker.finology.in/company/CCHHL,Country Club Hospitality & Holidays Ltd.,"Hotel, Resort & Restaurants",19.19,N/A,19.89,18.6,30.62,0.86,2,"0
                                %",22.31,0.91 Cr.,74.32 Cr.,73.8 %,0.17,-18.39
https://ticker.finology.in/company/OSELDEVICE,Osel Devices Ltd.,Medical Equipment/Supplies/Accessories,300.05,N/A,308,272.6,308,4.93,10,"0
                                %",60.82,4.77 Cr.,25.45 Cr.,71.53 %,8.09,61.48
https://ticker.finology.in/company/SHK,SH Kelkar And Company Ltd.,Chemicals,250.00,N/A,259,249.05,335.25,5.2,10,"0.3
                                %",48.08,21.49 Cr.,74.79 Cr.,55.63 %,-3.1,6.93
https://ticker.finology.in/company/DECCANTRAN,Deccan Transcon Leasing Ltd.,Shipping,62.10,N/A,62.15,58.5,117.9,1.61,10,"0
                                %",38.66,2.56 Cr.,22.11 Cr.,64.13 %,2.45,-22.08
https://ticker.finology.in/company/ANNAPURNA,Annapurna Swadisht Ltd.,Consumer Food,341.45,N/A,348,337.05,494.9,2.7,10,"0
                                %",126.55,1.7 Cr.,57.83 Cr.,39.92 %,6.52,65.43
https://ticker.finology.in/company/TRANSWORLD,Transworld Shipping Lines Ltd.,Shipping,401.30,N/A,406.7,393.2,493,1.11,10,"0
                                %",359.92,17.11 Cr.,405.24 Cr.,70.44 %,2.81,-41.63
https://ticker.finology.in/company/GROBTEA,The Grob Tea Company Ltd.,Tea/Coffee,1306.45,N/A,1327,1241.6,1515.15,1.42,10,"0.15
                                %",922.52,3.13 Cr.,9.35 Cr.,74.99 %,146.91,-2.25
https://ticker.finology.in/company/SKYGOLD,Sky Gold Ltd.,Diamond  &  Jewellery,414.40,N/A,428.8,402.55,488.95,8.09,10,"0
                                %",51.25,76.76 Cr.,298.75 Cr.,62.51 %,5.44,51.28
https://ticker.finology.in/company/IZMO,IZMO Ltd.,IT - Software,558.80,N/A,579.3,550,650.7,4.05,10,"0
                                %",138.04,5.6 Cr.,1.52 Cr.,31.82 %,16.3,23.23
https://ticker.finology.in/company/ABMINTLLTD,ABM International Ltd.,Trading,63.00,N/A,63,59.99,110.62,4.42,10,"0
                                %",14.26,4.21 Cr.,10.05 Cr.,74.7 %,0.08,9.69
https://ticker.finology.in/company/ISFT,Intrasoft Technologies Ltd.,BPO/ITeS,152.65,N/A,154.65,152,191.4,1.79,10,"0
                                %",85.26,2.17 Cr.,16.58 Cr.,43.06 %,1.22,-6.55
https://ticker.finology.in/company/S&SPOWER,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/PANACEABIO,Panacea Biotec Ltd.,Pharmaceuticals & Drugs,429.45,N/A,450.25,429.45,489,8.31,1,"0
                                %",51.69,29.44 Cr.,124.87 Cr.,72.87 %,-2.19,39.89
https://ticker.finology.in/company/ARSSINFRA,ARSS Infrastructure Projects Ltd.,Engineering - Construction,23.11,N/A,23.46,21.56,26.67,0,10,"0
                                %",-67.37,71.4 Cr.,1627.88 Cr.,46.7 %,-8.85,-20.29
https://ticker.finology.in/company/SHYAMTEL,Shyam Telecom Ltd.,Telecommunication - Equipment,20.57,N/A,22.3,20.57,34.99,0,10,"0
                                %",-24.01,0.14 Cr.,0 Cr.,66.16 %,-2.7,0
https://ticker.finology.in/company/JASH,Jash Engineering Ltd.,Engineering - Industrial Equipments,577.80,N/A,585,555.1,653.85,10.01,2,"0.25
                                %",57.71,64.37 Cr.,71.98 Cr.,43.61 %,11.73,27.09
https://ticker.finology.in/company/MCLEODRUSS,Mcleod Russel India Ltd.,Tea/Coffee,44.76,N/A,46.69,44.2,51.9,0,5,"0
                                %",-3.9,3.43 Cr.,1746.45 Cr.,6.25 %,-20.8,-15.8
https://ticker.finology.in/company/PRATHAM,Pratham EPC Projects Ltd.,Engineering - Construction,205.25,N/A,210,202,496.8,5.99,10,"0
                                %",34.26,17.87 Cr.,3.39 Cr.,72.97 %,5.66,37.11
https://ticker.finology.in/company/ARSHIYA,Arshiya Ltd.,Logistics,3.35,N/A,3.57,3.32,9.62,0,2,"0
                                %",-16.76,0.32 Cr.,600.29 Cr.,14.37 %,-44.59,-57.7
https://ticker.finology.in/company/KRIDHANINF,Kridhan Infra Ltd.,Steel & Iron Products,5.26,N/A,5.26,5.26,8.72,0,2,"0
                                %",-30.23,0.68 Cr.,27.45 Cr.,47.15 %,3.8,-75.48
https://ticker.finology.in/company/TCLCONS,Tantia Constructions Ltd.,Engineering - Construction,39.55,N/A,42.9,39.49,61.2,1.53,10,"0
                                %",25.89,8.24 Cr.,63.25 Cr.,94.33 %,4.57,-43.48
https://ticker.finology.in/company/KALYANIFRG,Kalyani Forge Ltd.,Forgings,697.00,N/A,697,674,740,2.94,10,"0.43
                                %",237.19,5.93 Cr.,60.91 Cr.,58.71 %,17.84,-10.93
https://ticker.finology.in/company/MORARJEE,Morarjee Textiles Ltd.,Textile - Weaving,10.94,N/A,11.55,10.59,32.74,0,7,"0
                                %",-132.01,4.18 Cr.,515.13 Cr.,59.71 %,-55.4,-24.04
https://ticker.finology.in/company/CREATIVEYE,Creative Eye Ltd.,TV Broadcasting & Software Production,8.15,N/A,8.2,8.15,11.1,0.8,5,"0
                                %",10.25,9.53 Cr.,6.38 Cr.,56.26 %,-0.67,-75.94
https://ticker.finology.in/company/GAYAHWS,Gayatri Highways Ltd.,Engineering - Construction,1.51,N/A,1.52,1.51,1.77,0,2,"0
                                %",-7.64,2.44 Cr.,405.72 Cr.,61.15 %,0.74,-77.44
https://ticker.finology.in/company/MTEDUCARE,MT Educare Ltd.,Educational Institutions,2.40,N/A,2.4,2.4,4.74,0.42,10,"0
                                %",5.7,6.64 Cr.,32.97 Cr.,59.12 %,-2.31,-18.62
https://ticker.finology.in/company/ORIANA,Oriana Power Ltd.,Engineering - Construction,2364.90,N/A,2440,2350.05,2984,13.42,10,"0
                                %",176.21,16.95 Cr.,32.59 Cr.,61.41 %,27.13,183.83
https://ticker.finology.in/company/ESSARSHPNG,Essar Shipping Ltd.,Shipping,38.18,N/A,38.18,37.5,71.57,0,10,"0
                                %",-67.35,5.89 Cr.,1934.63 Cr.,73.75 %,8.08,373.27
https://ticker.finology.in/company/NTL,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/FELDVR,Future Enterprises Ltd.-B-DVR,Miscellaneous,5.25,N/A,5.5,4.99,6.84,0,2,"0
                                %",0,49.41 Cr.,6490.29 Cr.,72.22 %,18.81,-78.3
https://ticker.finology.in/company/MBECL,Mcnally Bharat Engineering Company Ltd.,Engineering - Construction,4.27,N/A,4.3,4.27,7.23,0,10,"0
                                %",-219.72,20.32 Cr.,3107.73 Cr.,32.79 %,-42.3,-26.57
https://ticker.finology.in/company/HINDWAR-RE,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found,No data found
https://ticker.finology.in/company/NATIONALUM,National Aluminium Company Ltd.,Aluminium & Aluminium Products,213.65,N/A,218.8,213,263.1,2.47,5,"1.4
                                %",86.33,2575.15 Cr.,39.16 Cr.,51.28 %,17.25,-7.77
https://ticker.finology.in/company/EXCEL,Excel Realty N Infra Ltd.,Trading,1.31,N/A,1.31,1.31,1.86,1.06,1,"0
                                %",1.23,1.35 Cr.,0.04 Cr.,19.12 %,0.02,-60.07
https://ticker.finology.in/company/PRIZOR,Prizor Viztech Ltd.,Electronics - Components,184.40,N/A,185.9,170.3,229.45,4.76,10,"0
                                %",38.74,0.02 Cr.,9.65 Cr.,68.28 %,5.21,158.96
https://ticker.finology.in/company/GODHA,Godha Cabcon & Insulation Ltd.,Engineering - Industrial Equipments,1.27,N/A,1.3,1.17,1.41,1.24,1,"0
                                %",1.02,0.65 Cr.,1.91 Cr.,0 %,0.02,375.85
https://ticker.finology.in/company/SHUBHSHREE,Shubhshree Biofuels Energy Ltd.,Miscellaneous,367.50,N/A,367.5,367.1,404.9,8.14,10,"0
                                %",45.17,1.26 Cr.,0.61 Cr.,73.45 %,6.29,60.61
https://ticker.finology.in/company/VERANDA,Veranda Learning Solutions Ltd.,Educational Institutions,245.75,N/A,248.6,233.75,362,2.62,10,"0
                                %",93.69,0.81 Cr.,59.86 Cr.,54.79 %,2.93,129.91
https://ticker.finology.in/company/BALPHARMA,Bal Pharma Ltd.,Pharmaceuticals & Drugs,121.70,N/A,121.75,120.05,157.9,1.82,10,"0.99
                                %",67.03,13.13 Cr.,133.83 Cr.,50.86 %,6.55,11.69
https://ticker.finology.in/company/COSMOFIRST,Cosmo First Ltd.,Plastic Products,946.75,N/A,962.45,900.05,1084.1,2.04,10,"0.32
                                %",463.96,22.17 Cr.,963.61 Cr.,45.04 %,21.07,-12.79
https://ticker.finology.in/company/TERASOFT,Tera Software Ltd.,IT - Software,188.60,N/A,188.6,188.6,218.14,2.01,10,"0
                                %",93.68,20.28 Cr.,33.46 Cr.,47.53 %,5.46,-35.41
https://ticker.finology.in/company/MHLXMIRU,Mahalaxmi Rubtech Ltd.,Textile,270.00,N/A,271.5,263.15,374.75,4.76,10,"0
                                %",56.74,21.9 Cr.,16.03 Cr.,64.8 %,11.5,10.74
https://ticker.finology.in/company/AKASH,Akash Infra-Projects Ltd.,Engineering - Construction,33.85,N/A,35.46,33.01,50.6,0.71,10,"0
                                %",47.35,5.45 Cr.,83.93 Cr.,74.59 %,-0.21,-13.62
https://ticker.finology.in/company/GOENKA,Goenka Diamond and Jewels Ltd.,Diamond  &  Jewellery,1.15,N/A,1.15,1.15,1.48,0.15,1,"0
                                %",7.81,0.28 Cr.,172.75 Cr.,57.55 %,-0.06,-60.33
https://ticker.finology.in/company/AUSOMENT,Ausom Enterprise Ltd.,Trading,106.00,N/A,107,101.8,185.75,1.12,10,"0.94
                                %",94.45,1.72 Cr.,3.3 Cr.,73.7 %,8.03,444.76
https://ticker.finology.in/company/KCEIL,Kay Cee Energy & Infra Ltd.,Engineering - Construction,375.70,N/A,380,351.15,424.5,9.23,10,"0
                                %",40.72,6.35 Cr.,26.48 Cr.,70.4 %,5.97,5.52
https://ticker.finology.in/company/BALAXI,Balaxi Pharmaceuticals Ltd.,Trading,70.12,N/A,75,68.91,151.45,3.04,2,"0
                                %",23.06,44.06 Cr.,13.96 Cr.,65.99 %,0.53,-35.09
https://ticker.finology.in/company/THEINVEST,The Investment Trust of India Ltd.,Finance - NBFC,199.20,N/A,203.95,197.1,237.65,2.26,10,"0
                                %",88.11,49.85 Cr.,7.12 Cr.,72.12 %,0.45,-48.81
https://ticker.finology.in/company/ELECTHERM,Electrotherm (India) Ltd.,Steel & Iron Products,1223.15,N/A,1333.9,1223.15,1455,0,10,"0
                                %",-445.05,61.91 Cr.,1673.04 Cr.,30.69 %,288.5,38.95
https://ticker.finology.in/company/GALLANTT,Gallantt Ispat Ltd.,Steel & Iron Products,356.30,N/A,356.3,344.8,406,3.28,10,"0.28
                                %",108.68,12.31 Cr.,461.91 Cr.,68.93 %,13.19,4.2
https://ticker.finology.in/company/DURLAX,Durlax Top Surface Ltd.,Ceramics/Marble/Granite/Sanitaryware,58.75,N/A,60.95,58.5,109,1.61,10,"0
                                %",36.59,1.23 Cr.,60.71 Cr.,60.38 %,3.04,36
https://ticker.finology.in/company/SETUINFRA,Setubandhan Infrastructure Ltd.,Engineering - Construction,0.86,N/A,0.86,0.86,1.16,0,1,"0
                                %",0,0.15 Cr.,71.24 Cr.,27.42 %,0,-90.63
https://ticker.finology.in/company/SAGARDEEP,Sagardeep Alloys Ltd.,Metal - Non Ferrous,27.82,N/A,29,27.5,40.45,1.64,10,"0
                                %",17,0.2 Cr.,6.4 Cr.,73.62 %,0.52,5.35
https://ticker.finology.in/company/SUNDRMBRAK,Sundaram Brake Linings Ltd.,Auto Ancillary,1212.05,N/A,1323.95,1201.4,1414.95,4.9,10,"0
                                %",247.12,0.33 Cr.,44.23 Cr.,65.54 %,17.03,-0.7
https://ticker.finology.in/company/FLFL,Future Lifestyle Fashions Ltd.,Retailing,2.19,N/A,2.34,2.18,3.2,0,2,"0
                                %",0,57.65 Cr.,1728.22 Cr.,20.3 %,-104.9,31.37
https://ticker.finology.in/company/GRSE,Garden Reach Shipbuilders & Engineers Ltd.,Ship Building,1693.90,N/A,1753.7,1537.95,2834.6,10.53,10,"0.55
                                %",160.82,3720.34 Cr.,55.58 Cr.,74.5 %,33.59,40.27
https://ticker.finology.in/company/SWIGGY,Swiggy Ltd.,e-Commerce,546.00,N/A,564,541.25,617,6.09,1,"0
                                %",89.6,787.13 Cr.,0 Cr.,-,-8.43,36.94
https://ticker.finology.in/company/SADBHIN,Sadbhav Infrastructure Project Ltd.,Engineering - Construction,6.23,N/A,6.55,6.05,9.31,0.29,10,"0
                                %",21.24,21.59 Cr.,575.08 Cr.,69.74 %,-4.92,-74.84
https://ticker.finology.in/company/MEDPLUS,Medplus Health Services Ltd.,Pharmaceuticals & Drugs,839.15,N/A,851.8,835.4,876.75,8.28,2,"0
                                %",101.37,62.43 Cr.,0 Cr.,40.39 %,2.52,118.31
https://ticker.finology.in/company/SAMBHAAV,Sambhaav Media Ltd.,Printing And Publishing,8.37,N/A,8.4,7.96,9.42,1.93,1,"0
                                %",4.33,0.31 Cr.,7.58 Cr.,62.93 %,0.17,-1.97
https://ticker.finology.in/company/TVSHLTD,TVS Holdings Ltd.,Auto Ancillary,10807.45,N/A,10807.45,10545.7,15115.3,14.82,5,"0.87
                                %",729.02,372.55 Cr.,550 Cr.,74.45 %,125.07,-26.84
https://ticker.finology.in/company/VETO,Veto Switchgears And Cables Ltd.,Electric Equipment,130.60,N/A,131.05,130.25,196,1,10,"0.77
                                %",130.25,7.46 Cr.,12.63 Cr.,45.06 %,16.35,6.88
https://ticker.finology.in/company/KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd.,Engineering - Construction,883.00,N/A,906.65,849.7,1220.95,0.6,1000,"0
                                %",1460.19,0.52 Cr.,12.52 Cr.,51.42 %,317.29,16
https://ticker.finology.in/company/ICRA,ICRA Ltd.,Ratings,6202.05,N/A,6310,6165.65,7700,8.25,10,"1.61
                                %",752.03,95.37 Cr.,0 Cr.,51.87 %,133.47,12.9
https://ticker.finology.in/company/PATELENG,Patel Engineering Ltd.,Engineering - Construction,51.98,N/A,52.8,51.9,79,1.2,1,"0
                                %",43.33,191 Cr.,1732.16 Cr.,36.11 %,3.1,17.56
https://ticker.finology.in/company/TFL,Transwarranty Finance Ltd.,Finance - NBFC,22.14,N/A,22.5,22.14,40.6,2.92,10,"0
                                %",7.59,5.91 Cr.,0.35 Cr.,56.32 %,0.27,54.02
https://ticker.finology.in/company/UHTL,United Heat Transfer Ltd.,Engineering - Industrial Equipments,99.95,N/A,104.8,99.95,128.7,3.38,10,"0
                                %",29.58,0.26 Cr.,36.92 Cr.,-,3.28,-13.95
https://ticker.finology.in/company/LPDC,Landmark Property Development Company Ltd.,Construction - Real Estate,10.47,N/A,10.86,10.22,17,3.52,1,"0
                                %",2.97,3.46 Cr.,0 Cr.,64.86 %,-1.18,226.24
https://ticker.finology.in/company/ZAGGLE,Zaggle Prepaid Ocean Services Ltd.,Fintech,546.30,N/A,574,541.15,597,6.05,1,"0
                                %",90.34,279.31 Cr.,73.6 Cr.,43.88 %,5.19,40.14
https://ticker.finology.in/company/FLEXITUFF,Flexituff Ventures International Ltd.,Textile,64.57,N/A,64.57,62.02,96.6,3.95,10,"0
                                %",16.34,108.72 Cr.,640.97 Cr.,32.24 %,44.79,-34.61
https://ticker.finology.in/company/KREBSBIO,Krebs Biochemicals & Industries Ltd.,Pharmaceuticals & Drugs,95.00,N/A,101,94,129,0,10,"0
                                %",-60.36,0.14 Cr.,193.68 Cr.,72.74 %,-10.09,-3.29
https://ticker.finology.in/company/AKI,AKI India Ltd.,Leather,13.43,N/A,14.33,12.62,32.44,1.85,2,"0
                                %",7.26,1.71 Cr.,21.84 Cr.,54.72 %,0.19,16.92
https://ticker.finology.in/company/MAXPOSURE,Maxposure Ltd.,Advertising & Media,87.00,N/A,88,85.65,145,3.52,10,"0
                                %",24.73,18.88 Cr.,1.48 Cr.,61.56 %,3.39,34.68
https://ticker.finology.in/company/SUVIDHAA,Suvidhaa Infoserve Ltd.,Fintech,7.30,N/A,7.89,6.96,10.35,1.42,1,"0
                                %",5.14,2.86 Cr.,3.54 Cr.,38.33 %,-0.64,-79.81
https://ticker.finology.in/company/SAMPANN,Sampann Utpadan India Ltd.,Power Generation/Distribution,40.05,N/A,41.5,39.1,47.94,528.36,10,"0
                                %",0.08,0.05 Cr.,97.06 Cr.,40.5 %,-0.69,23.76
https://ticker.finology.in/company/TOLINS,Tolins Tyres Ltd.,Tyres & Allied,202.20,N/A,205.55,199.9,259,2.85,5,"0
                                %",71.07,1.25 Cr.,61.92 Cr.,68.53 %,3.45,33.17
https://ticker.finology.in/company/NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd.,Finance - NBFC,37.46,N/A,37.46,37.46,44.1,4.3,5,"0
                                %",8.71,62.88 Cr.,13.34 Cr.,53.53 %,14.49,187.96
https://ticker.finology.in/company/MITCON,Mitcon Consultancy & Engineering Services Ltd.,Business Support,113.79,N/A,117.88,111,158.84,1.31,10,"0
                                %",86.7,8.41 Cr.,18.71 Cr.,0 %,3.85,57.43
https://ticker.finology.in/company/KARMAENG,Karma Energy Ltd.,Power Generation/Distribution,64.50,N/A,65,63.5,106.42,1.82,10,"0
                                %",35.51,0.09 Cr.,0.01 Cr.,74.7 %,-0.06,-3.56
https://ticker.finology.in/company/UYFINCORP,UY Fincorp Ltd.,Finance - NBFC,24.50,N/A,24.91,24.28,38.9,1.43,5,"0
                                %",17.17,121.85 Cr.,64.92 Cr.,71.38 %,0.94,119.27
https://ticker.finology.in/company/THOMASCOOK,Thomas Cook (India) Ltd.,Travel Services,198.50,N/A,202.55,193.75,264,4.89,1,"0.3
                                %",40.59,773.99 Cr.,57.75 Cr.,63.83 %,2.36,45.92
https://ticker.finology.in/company/VRLLOG,VRL Logistics Ltd.,Logistics,513.95,N/A,515.25,506,776.95,4.52,10,"0
                                %",113.7,18.95 Cr.,279.28 Cr.,60.24 %,9.65,9.07
https://ticker.finology.in/company/SPECTSTM,Spectrum Talent Management Ltd.,Professional Services,197.85,N/A,197.85,194.1,216,3.16,10,"0
                                %",62.65,69.13 Cr.,0.87 Cr.,73.68 %,4.77,32.71
https://ticker.finology.in/company/ALPHAGEO,Alphageo (India) Ltd.,Engineering,445.05,N/A,472,445.05,522.15,1.11,10,"1.8
                                %",402.27,78.08 Cr.,0 Cr.,46.08 %,31.59,10.29
https://ticker.finology.in/company/EICHERMOT,Eicher Motors Ltd.,Automobile Two & Three Wheelers,4868.65,N/A,4951.85,4800,5104.5,8.07,1,"1.05
                                %",603.02,93.12 Cr.,172.28 Cr.,49.1 %,145.73,14.3
https://ticker.finology.in/company/ALLETEC,All E Technologies Ltd.,IT - Software,543.55,N/A,552,539.4,633,9.73,10,"0.18
                                %",55.85,101.78 Cr.,0 Cr.,50.05 %,8.91,30.24
https://ticker.finology.in/company/SELMC,SEL Manufacturing Company Ltd.,Textile,44.50,N/A,46.98,44.05,97.38,0,10,"0
                                %",-39.56,3.39 Cr.,939.93 Cr.,75 %,-43.5,-32.49
https://ticker.finology.in/company/RGL,Renaissance Global Ltd.,Diamond  &  Jewellery,177.20,N/A,178.55,173.15,195.5,2.4,2,"0
                                %",73.9,36.19 Cr.,331.51 Cr.,65.59 %,3.07,2.67
https://ticker.finology.in/company/KRN,KRN Heat Exchanger And Refrigeration Ltd.,Engineering - Industrial Equipments,732.00,N/A,767.4,707.45,876,0,10,"0
                                %",0,15.51 Cr.,36.64 Cr.,70.79 %,5.2,58.53
https://ticker.finology.in/company/OSWALSEEDS,Shree Oswal Seeds and Chemicals Ltd.,Agriculture,20.08,N/A,20.62,20,52.1,4.12,2,"0
                                %",4.87,1.81 Cr.,13.43 Cr.,66.63 %,0.28,-12.07
https://ticker.finology.in/company/HINDOILEXP,Hindustan Oil Exploration Company Ltd.,Oil Exploration,183.55,N/A,188.9,183.3,293.6,2.37,10,"0
                                %",77.56,25.63 Cr.,74.03 Cr.,0 %,2.75,21.77
https://ticker.finology.in/company/KRITI,Kriti Industries (India) Ltd.,Plastic Products,157.50,N/A,161.75,155.1,270,3.97,1,"0.13
                                %",39.65,20.08 Cr.,134.55 Cr.,66.77 %,4.29,18.31
https://ticker.finology.in/company/SAHANA,Sahana System Ltd.,IT - Software,1771.20,N/A,1888.95,1760,2135,12.09,10,"0
                                %",146.52,24.64 Cr.,12.64 Cr.,61.05 %,17.01,122.33
https://ticker.finology.in/company/MARSHALL,Marshall Machines Ltd.,Engineering - Industrial Equipments,20.40,N/A,20.4,20,50.8,0.65,10,"0
                                %",31.19,0.42 Cr.,38.41 Cr.,28.89 %,-2.44,-18.94
https://ticker.finology.in/company/RCF,Rashtriya Chemicals and Fertilizers Ltd.,Fertilizers,168.20,N/A,170.55,167.15,245,2,10,"0.74
                                %",83.96,352.94 Cr.,3283.25 Cr.,75 %,3.58,-20.84
https://ticker.finology.in/company/NARMADA,Narmada Agrobase Ltd.,Agriculture,22.30,N/A,22.77,21.35,26.26,1.94,10,"0
                                %",11.49,0.77 Cr.,9.68 Cr.,57.66 %,0.8,0.59
https://ticker.finology.in/company/DANGEE,Dangee Dums Ltd.,Consumer Food,8.47,N/A,9.3,8.4,13.45,8.26,1,"0
                                %",1.03,0.38 Cr.,8.37 Cr.,0 %,-0.09,-2.38
https://ticker.finology.in/company/NIPPOBATRY,Indo-National Ltd.,Batteries,582.20,N/A,582.2,550.05,781,1.92,5,"0.86
                                %",303.73,1.39 Cr.,17 Cr.,65.35 %,5.47,15.14
https://ticker.finology.in/company/MARINE,Marine Electricals (India) Ltd.,Engineering - Industrial Equipments,269.45,N/A,279.1,263,333,15.37,2,"0.07
                                %",17.53,17.44 Cr.,76.34 Cr.,71.17 %,2.66,36.41
https://ticker.finology.in/company/AAKASH,Aakash Exploration Services Ltd.,Oil Exploration,10.12,N/A,10.75,9.43,17.15,1.71,1,"0
                                %",5.91,0.83 Cr.,25.72 Cr.,66.67 %,0.52,-0.37
https://ticker.finology.in/company/PRITI,Priti International Ltd.,Wood & Wood Products,143.97,N/A,146.9,141.4,260,2.75,10,"0
                                %",52.35,2.02 Cr.,0 Cr.,64.6 %,5.17,9.02
https://ticker.finology.in/company/PASUPTAC,Pasupati Acrylon Ltd.,Textile - Manmade  Fibres,45.50,N/A,45.5,45.5,70.79,1.18,10,"0
                                %",38.45,51.41 Cr.,44.23 Cr.,65.87 %,3.99,-30.52
https://ticker.finology.in/company/KOTHARIPRO,Kothari Products Ltd.,Trading,196.15,N/A,214.95,185.5,227.35,0.59,10,"0
                                %",333.79,14.35 Cr.,59.34 Cr.,74.97 %,12.74,-0.56
https://ticker.finology.in/company/PIXTRANS,Pix Transmissions Ltd.,Rubber  Products,2419.95,N/A,2464.05,2397.6,2796.45,6.42,10,"0.29
                                %",376.93,40.75 Cr.,44.03 Cr.,61.82 %,79.8,1.03
https://ticker.finology.in/company/ITI,ITI Ltd.,Telecommunication - Equipment,327.15,N/A,337,326,403.75,19.79,10,"0
                                %",16.53,832.42 Cr.,1795.46 Cr.,90 %,-5.22,-9.45
https://ticker.finology.in/company/JUNIPER,Juniper Hotels Ltd.,"Hotel, Resort & Restaurants",343.75,N/A,347,341,538,2.93,10,"0
                                %",117.48,419.1 Cr.,666.02 Cr.,77.53 %,1.39,12.74
https://ticker.finology.in/company/THOMASCOTT,Thomas Scott (India) Ltd.,Retailing,480.75,N/A,480.75,480.75,500.55,8.5,10,"0
                                %",56.59,0.41 Cr.,5.9 Cr.,57.86 %,9.4,45.33
https://ticker.finology.in/company/DELPHIFX,Delphi World Money Ltd.,Finance - Others,210.00,N/A,222,210,375,1.04,10,"0
                                %",202.54,2870.55 Cr.,15.19 Cr.,75 %,9.44,9.66
https://ticker.finology.in/company/VINCOFE,Vintage Coffee & Beverages Ltd.,Trading,115.00,N/A,118,112.55,143.3,5.06,10,"0.04
                                %",22.72,0.32 Cr.,10.8 Cr.,40.57 %,0.31,106.71
https://ticker.finology.in/company/IMPAL,India Motor Parts & Accessories Ltd.,Trading,1255.00,N/A,1263.45,1241.55,1503,0.62,10,"2.15
                                %",2018.04,40.28 Cr.,0 Cr.,30.71 %,61.79,2.43
https://ticker.finology.in/company/SUNTECK,Sunteck Realty Ltd.,Construction - Real Estate,508.35,N/A,511.85,505.2,698.35,3.47,1,"0.3
                                %",146.3,51.37 Cr.,298.38 Cr.,63.24 %,8.09,52.97
https://ticker.finology.in/company/VCL,Vaxtex Cotfab Ltd.,Trading,0.91,N/A,0.95,0.9,1.65,0.89,1,"0
                                %",1.02,0.02 Cr.,11.52 Cr.,18.1 %,-0.51,-78.02
https://ticker.finology.in/company/LOTUSEYE,Lotus Eye Hospital And Institute Ltd.,Hospital & Healthcare Services,68.48,N/A,68.49,65.78,95,2.37,10,"0.73
                                %",28.9,7.04 Cr.,0.23 Cr.,40.03 %,0.68,2.48
https://ticker.finology.in/company/AMDIND,AMD Industries Ltd.,Plastic Products,60.05,N/A,61.5,60,87.55,0.72,10,"0
                                %",82.85,12.29 Cr.,98.3 Cr.,66.69 %,0.79,-20.65
https://ticker.finology.in/company/KILITCH,Kilitch Drugs (India) Ltd.,Pharmaceuticals & Drugs,326.55,N/A,354,319.9,469.85,2.22,10,"0
                                %",147.27,18.63 Cr.,31.32 Cr.,69.23 %,13.7,11.73
https://ticker.finology.in/company/WORTH,Worth Peripherals Ltd.,Paper & Paper Products,146.13,N/A,146.13,121.05,166.69,1.4,10,"0.68
                                %",104.55,49.19 Cr.,1.45 Cr.,74.51 %,10.17,-18.22
